Measure	E1	E2	Persons	Assessment_Items
1.60	3	111	67d4adffbf7ea5bd80a59e6a	MultiScenariosConsidProb
1.65	3	112	67d4adffbf7ea5bd80a59e6a	KnowNonneg
1.78	3	113	67d4adffbf7ea5bd80a59e6a	AdaptMsg2Audience
1.60	3	114	67d4adffbf7ea5bd80a59e6a	SeeSomeone
1.71	3	116	67d4adffbf7ea5bd80a59e6a	ImCollaborative
2.01	3	117	67d4adffbf7ea5bd80a59e6a	ImAdaptivePerson
2.01	3	118	67d4adffbf7ea5bd80a59e6a	MntnComposureUndPressure
2.10	3	119	67d4adffbf7ea5bd80a59e6a	Open2DivPerspctvs
2.22	3	120	67d4adffbf7ea5bd80a59e6a	ThinkB4Speak
.69	3	121	67d4adffbf7ea5bd80a59e6a	InfluencedByOthers
1.65	3	122	67d4adffbf7ea5bd80a59e6a	NurtureConnctns
-.55	3	123	67d4adffbf7ea5bd80a59e6a	UsePeopl
2.28	3	124	67d4adffbf7ea5bd80a59e6a	Listen2Others
-.47	3	125	67d4adffbf7ea5bd80a59e6a	EasilyDistracted
2.14	3	126	67d4adffbf7ea5bd80a59e6a	Open2Feedback
1.17	3	127	67d4adffbf7ea5bd80a59e6a	MovePstSmllTalk
.86	3	128	67d4adffbf7ea5bd80a59e6a	BuildRapportWAnyone
1.60	3	129	67d4adffbf7ea5bd80a59e6a	MaintainRelationships
.50	3	130	67d4adffbf7ea5bd80a59e6a	RelationshpsRTx
-.11	3	131	67d4adffbf7ea5bd80a59e6a	MakeDecWMissInfo
1.26	3	132	67d4adffbf7ea5bd80a59e6a	IntentnlChoices
1.12	3	133	67d4adffbf7ea5bd80a59e6a	ObjectiveDecisions
1.30	3	134	67d4adffbf7ea5bd80a59e6a	ConsideredBiases
.69	3	135	67d4adffbf7ea5bd80a59e6a	Quick2Act
1.82	3	136	67d4adffbf7ea5bd80a59e6a	Resourceful
1.88	3	137	67d4adffbf7ea5bd80a59e6a	ConseqPotActions
1.26	3	138	67d4adffbf7ea5bd80a59e6a	ExistFrame4Decisions
1.23	3	139	67d4adffbf7ea5bd80a59e6a	DpAnalGuideDec
1.30	3	140	67d4adffbf7ea5bd80a59e6a	ComfortSharIdeasPersSett
2.36	3	141	67d4adffbf7ea5bd80a59e6a	Observant
2.48	3	142	67d4adffbf7ea5bd80a59e6a	Listener
2.14	3	143	67d4adffbf7ea5bd80a59e6a	Reflect
.35	3	144	67d4adffbf7ea5bd80a59e6a	SocialSitsDrainEnergy
.92	3	145	67d4adffbf7ea5bd80a59e6a	EnergizedMtgNewPeop
.96	3	146	67d4adffbf7ea5bd80a59e6a	SpeakUpPitchIdeas
.80	3	147	67d4adffbf7ea5bd80a59e6a	DrvnSocEng
-.55	3	148	67d4adffbf7ea5bd80a59e6a	Conversations
1.66	3	149	67d4adffbf7ea5bd80a59e6a	PreferActiveParticipate
1.71	4	1	67c9f800b7bce66c45586394	EnergizedByPotential
2.16	4	2	67c9f800b7bce66c45586394	EagertoPursue
1.88	4	3	67c9f800b7bce66c45586394	PursuePerfection
1.28	4	4	67c9f800b7bce66c45586394	ComfortUnchartedT
.72	4	5	67c9f800b7bce66c45586394	ActBeforeThinkg
1.92	4	6	67c9f800b7bce66c45586394	Adventurous
1.22	4	7	67c9f800b7bce66c45586394	ComfDecUncert
2.37	4	8	67c9f800b7bce66c45586394	Pass2Inovate
.90	4	9	67c9f800b7bce66c45586394	InternReas2Compl
2.25	4	10	67c9f800b7bce66c45586394	CommunIdeas
2.55	4	11	67c9f800b7bce66c45586394	ShapeMyPath
.56	4	12	67c9f800b7bce66c45586394	Procrastinate
3.47	4	13	67c9f800b7bce66c45586394	AlwaysMorLearn
.44	4	14	67c9f800b7bce66c45586394	StruggleDecs
.46	4	15	67c9f800b7bce66c45586394	KnowEnuf
.74	4	16	67c9f800b7bce66c45586394	DiscourageByFailure
-.08	4	17	67c9f800b7bce66c45586394	GiveUpChallenging
3.00	4	18	67c9f800b7bce66c45586394	DeterminedReachGls
1.17	4	19	67c9f800b7bce66c45586394	SingularFocus
2.30	4	20	67c9f800b7bce66c45586394	Listen2Others
.56	4	21	67c9f800b7bce66c45586394	AnnoyedIfNoIdea
1.27	4	22	67c9f800b7bce66c45586394	FollowTraditions
2.30	4	23	67c9f800b7bce66c45586394	GoBeyondComfZone
.48	4	24	67c9f800b7bce66c45586394	ObstaclesAsBlocks
2.66	4	25	67c9f800b7bce66c45586394	TackleChallenges
2.69	4	26	67c9f800b7bce66c45586394	MoveForward
3.03	4	27	67c9f800b7bce66c45586394	AskQuestions
2.95	4	28	67c9f800b7bce66c45586394	Slow2Adapt
3.50	4	29	67c9f800b7bce66c45586394	Persistent
2.14	4	30	67c9f800b7bce66c45586394	PivotWhenNeeded
3.40	4	31	67c9f800b7bce66c45586394	StandbyCommitements
3.40	4	32	67c9f800b7bce66c45586394	KeepPromises
2.04	4	33	67c9f800b7bce66c45586394	HandleFrustration
2.47	4	34	67c9f800b7bce66c45586394	ReflectOnFailure
2.85	4	35	67c9f800b7bce66c45586394	AcknowledgeMistakes
.48	4	36	67c9f800b7bce66c45586394	ComfortWFailure
.69	4	37	67c9f800b7bce66c45586394	GoesWrongIsMyFault
.26	4	38	67c9f800b7bce66c45586394	Resistant2ChangeAfterFail
2.30	4	39	67c9f800b7bce66c45586394	AcceptRespons4Err
-.23	4	40	67c9f800b7bce66c45586394	FailureStopTrying
1.27	4	41	67c9f800b7bce66c45586394	WorseFailures
.08	4	42	67c9f800b7bce66c45586394	BetterFailurs
2.41	4	43	67c9f800b7bce66c45586394	IncorpEmrgInfo
2.19	4	44	67c9f800b7bce66c45586394	AdaptStances
2.73	4	45	67c9f800b7bce66c45586394	Open2Feedback
2.87	4	46	67c9f800b7bce66c45586394	HumbleInContributions
.99	4	47	67c9f800b7bce66c45586394	Others2knowWhatIdid
2.30	4	48	67c9f800b7bce66c45586394	FocusNeedsTeam
2.87	4	49	67c9f800b7bce66c45586394	Legacy2ElevateOthers
2.84	4	50	67c9f800b7bce66c45586394	ImAGoodListener
2.04	4	51	67c9f800b7bce66c45586394	SpeakUp@Mtgs
2.47	4	52	67c9f800b7bce66c45586394	ValueInputFromAll
2.30	4	53	67c9f800b7bce66c45586394	DrivenLongTrmSucc
3.11	4	54	67c9f800b7bce66c45586394	WholeTeamSucc
3.30	4	55	67c9f800b7bce66c45586394	TrustEss4Innovation
2.66	4	56	67c9f800b7bce66c45586394	TakeResp4Setbacks
1.79	4	57	67c9f800b7bce66c45586394	PersonalGainsRImportant
2.19	4	58	67c9f800b7bce66c45586394	InnoExec
2.24	4	59	67c9f800b7bce66c45586394	ConfidentAbility2Assemble
2.28	4	60	67c9f800b7bce66c45586394	StrongTeamPerform
2.20	4	61	67c9f800b7bce66c45586394	TrustIndWRespons
2.43	4	62	67c9f800b7bce66c45586394	ProvGuidance2Teams
3.15	4	63	67c9f800b7bce66c45586394	CMyTeamGetRecog
.72	4	64	67c9f800b7bce66c45586394	TakeCreditofMyTeam
.39	4	65	67c9f800b7bce66c45586394	ComfortwConflict
3.11	4	66	67c9f800b7bce66c45586394	BelieveValRelations
2.87	4	67	67c9f800b7bce66c45586394	Adapt2DiffDynamics
2.24	4	68	67c9f800b7bce66c45586394	IDindividTalent
2.47	4	69	67c9f800b7bce66c45586394	OpenComms
.96	4	70	67c9f800b7bce66c45586394	Vulnerable
1.97	4	71	67c9f800b7bce66c45586394	TeamsDevBetSoluts
2.91	4	72	67c9f800b7bce66c45586394	SafeTeamEnvirons
2.35	4	73	67c9f800b7bce66c45586394	Dependable
2.35	4	74	67c9f800b7bce66c45586394	RiskTkgImport
1.88	4	75	67c9f800b7bce66c45586394	ComfortWConstrctvConflict
2.24	4	76	67c9f800b7bce66c45586394	DiffBetwnConstr&DestrtvConflct
1.62	4	77	67c9f800b7bce66c45586394	AddrssConflctsDirect
.75	4	78	67c9f800b7bce66c45586394	ConflctLeadsBetOutcms
1.89	4	79	67c9f800b7bce66c45586394	WantConflictGoAway
1.47	4	80	67c9f800b7bce66c45586394	SeprtPersnFrmIssue
2.30	4	81	67c9f800b7bce66c45586394	GoodEmpathizg
2.19	4	82	67c9f800b7bce66c45586394	AdaptCommNeedsOthers
2.03	4	83	67c9f800b7bce66c45586394	ComfortDelvrngSensFdbk
2.95	4	84	67c9f800b7bce66c45586394	ListenB4Spkng
2.30	4	85	67c9f800b7bce66c45586394	RemnCompsdNavDisagr
1.59	4	86	67c9f800b7bce66c45586394	DiscernEmotClues
1.71	4	87	67c9f800b7bce66c45586394	DiscEmotTrggrsConflct
2.53	4	88	67c9f800b7bce66c45586394	Slf-Reflct2ImprEmotAwrnss
2.69	4	89	67c9f800b7bce66c45586394	ComfortOwnRespnsOutcms
2.60	4	90	67c9f800b7bce66c45586394	Cmmttd2Promises
2.42	4	91	67c9f800b7bce66c45586394	AcknowledgeRoleInSucFail
2.35	4	92	67c9f800b7bce66c45586394	ProActCommsDlysObstcls
2.41	4	93	67c9f800b7bce66c45586394	NoSomthngUnreal
2.73	4	94	67c9f800b7bce66c45586394	MeetDeadlines
2.95	4	95	67c9f800b7bce66c45586394	LearnFrmMistakes
2.86	4	96	67c9f800b7bce66c45586394	ComfortRecFdbkColleag
1.71	4	97	67c9f800b7bce66c45586394	BelieveBestSolProb
-.48	4	98	67c9f800b7bce66c45586394	ThinkWOActing
2.66	4	99	67c9f800b7bce66c45586394	TkTime2UndstndComplxIssues
1.39	4	100	67c9f800b7bce66c45586394	DecsnsNtGoingExpected
2.14	4	102	67c9f800b7bce66c45586394	RunThruScenarios
2.37	4	103	67c9f800b7bce66c45586394	ExamMultiPerspctvs
1.99	4	104	67c9f800b7bce66c45586394	ConsiderAssumptns
2.87	4	105	67c9f800b7bce66c45586394	Self-Aware
1.89	4	106	67c9f800b7bce66c45586394	ArticulateBiases
2.87	4	107	67c9f800b7bce66c45586394	AskQs
.75	4	108	67c9f800b7bce66c45586394	PtMyselfUncomfrtSituations
2.35	4	109	67c9f800b7bce66c45586394	ImCreative
2.80	4	110	67c9f800b7bce66c45586394	PrepB4Mtg1stTime
2.19	4	111	67c9f800b7bce66c45586394	MultiScenariosConsidProb
2.24	4	112	67c9f800b7bce66c45586394	KnowNonneg
2.37	4	113	67c9f800b7bce66c45586394	AdaptMsg2Audience
2.19	4	114	67c9f800b7bce66c45586394	SeeSomeone
1.28	4	115	67c9f800b7bce66c45586394	WillingCompromise
2.30	4	116	67c9f800b7bce66c45586394	ImCollaborative
2.60	4	117	67c9f800b7bce66c45586394	ImAdaptivePerson
2.60	4	118	67c9f800b7bce66c45586394	MntnComposureUndPressure
2.69	4	119	67c9f800b7bce66c45586394	Open2DivPerspctvs
2.81	4	120	67c9f800b7bce66c45586394	ThinkB4Speak
1.27	4	121	67c9f800b7bce66c45586394	InfluencedByOthers
2.24	4	122	67c9f800b7bce66c45586394	NurtureConnctns
.04	4	123	67c9f800b7bce66c45586394	UsePeopl
2.87	4	124	67c9f800b7bce66c45586394	Listen2Others
2.73	4	126	67c9f800b7bce66c45586394	Open2Feedback
1.76	4	127	67c9f800b7bce66c45586394	MovePstSmllTalk
1.45	4	128	67c9f800b7bce66c45586394	BuildRapportWAnyone
2.19	4	129	67c9f800b7bce66c45586394	MaintainRelationships
1.09	4	130	67c9f800b7bce66c45586394	RelationshpsRTx
.48	4	131	67c9f800b7bce66c45586394	MakeDecWMissInfo
1.85	4	132	67c9f800b7bce66c45586394	IntentnlChoices
1.71	4	133	67c9f800b7bce66c45586394	ObjectiveDecisions
1.89	4	134	67c9f800b7bce66c45586394	ConsideredBiases
1.27	4	135	67c9f800b7bce66c45586394	Quick2Act
2.41	4	136	67c9f800b7bce66c45586394	Resourceful
2.47	4	137	67c9f800b7bce66c45586394	ConseqPotActions
1.85	4	138	67c9f800b7bce66c45586394	ExistFrame4Decisions
1.82	4	139	67c9f800b7bce66c45586394	DpAnalGuideDec
1.89	4	140	67c9f800b7bce66c45586394	ComfortSharIdeasPersSett
2.95	4	141	67c9f800b7bce66c45586394	Observant
3.07	4	142	67c9f800b7bce66c45586394	Listener
2.73	4	143	67c9f800b7bce66c45586394	Reflect
.94	4	144	67c9f800b7bce66c45586394	SocialSitsDrainEnergy
1.51	4	145	67c9f800b7bce66c45586394	EnergizedMtgNewPeop
1.55	4	146	67c9f800b7bce66c45586394	SpeakUpPitchIdeas
1.39	4	147	67c9f800b7bce66c45586394	DrvnSocEng
.04	4	148	67c9f800b7bce66c45586394	Conversations
2.25	4	149	67c9f800b7bce66c45586394	PreferActiveParticipate
.63	5	1	68361c58cf6af261dcc084dc	EnergizedByPotential
1.08	5	2	68361c58cf6af261dcc084dc	EagertoPursue
.80	5	3	68361c58cf6af261dcc084dc	PursuePerfection
.20	5	4	68361c58cf6af261dcc084dc	ComfortUnchartedT
-.36	5	5	68361c58cf6af261dcc084dc	ActBeforeThinkg
.84	5	6	68361c58cf6af261dcc084dc	Adventurous
.14	5	7	68361c58cf6af261dcc084dc	ComfDecUncert
1.29	5	8	68361c58cf6af261dcc084dc	Pass2Inovate
-.18	5	9	68361c58cf6af261dcc084dc	InternReas2Compl
1.17	5	10	68361c58cf6af261dcc084dc	CommunIdeas
1.47	5	11	68361c58cf6af261dcc084dc	ShapeMyPath
-.52	5	12	68361c58cf6af261dcc084dc	Procrastinate
2.39	5	13	68361c58cf6af261dcc084dc	AlwaysMorLearn
-.64	5	14	68361c58cf6af261dcc084dc	StruggleDecs
-.62	5	15	68361c58cf6af261dcc084dc	KnowEnuf
-.34	5	16	68361c58cf6af261dcc084dc	DiscourageByFailure
-1.16	5	17	68361c58cf6af261dcc084dc	GiveUpChallenging
1.92	5	18	68361c58cf6af261dcc084dc	DeterminedReachGls
.09	5	19	68361c58cf6af261dcc084dc	SingularFocus
1.22	5	20	68361c58cf6af261dcc084dc	Listen2Others
-.52	5	21	68361c58cf6af261dcc084dc	AnnoyedIfNoIdea
.20	5	22	68361c58cf6af261dcc084dc	FollowTraditions
1.22	5	23	68361c58cf6af261dcc084dc	GoBeyondComfZone
-.60	5	24	68361c58cf6af261dcc084dc	ObstaclesAsBlocks
1.58	5	25	68361c58cf6af261dcc084dc	TackleChallenges
1.61	5	26	68361c58cf6af261dcc084dc	MoveForward
1.95	5	27	68361c58cf6af261dcc084dc	AskQuestions
1.87	5	28	68361c58cf6af261dcc084dc	Slow2Adapt
2.42	5	29	68361c58cf6af261dcc084dc	Persistent
1.06	5	30	68361c58cf6af261dcc084dc	PivotWhenNeeded
2.32	5	31	68361c58cf6af261dcc084dc	StandbyCommitements
2.32	5	32	68361c58cf6af261dcc084dc	KeepPromises
.96	5	33	68361c58cf6af261dcc084dc	HandleFrustration
1.39	5	34	68361c58cf6af261dcc084dc	ReflectOnFailure
1.77	5	35	68361c58cf6af261dcc084dc	AcknowledgeMistakes
-.59	5	36	68361c58cf6af261dcc084dc	ComfortWFailure
-.39	5	37	68361c58cf6af261dcc084dc	GoesWrongIsMyFault
-.82	5	38	68361c58cf6af261dcc084dc	Resistant2ChangeAfterFail
1.22	5	39	68361c58cf6af261dcc084dc	AcceptRespons4Err
-1.31	5	40	68361c58cf6af261dcc084dc	FailureStopTrying
.20	5	41	68361c58cf6af261dcc084dc	WorseFailures
-1.00	5	42	68361c58cf6af261dcc084dc	BetterFailurs
1.33	5	43	68361c58cf6af261dcc084dc	IncorpEmrgInfo
1.11	5	44	68361c58cf6af261dcc084dc	AdaptStances
1.65	5	45	68361c58cf6af261dcc084dc	Open2Feedback
1.79	5	46	68361c58cf6af261dcc084dc	HumbleInContributions
-.09	5	47	68361c58cf6af261dcc084dc	Others2knowWhatIdid
1.22	5	48	68361c58cf6af261dcc084dc	FocusNeedsTeam
1.79	5	49	68361c58cf6af261dcc084dc	Legacy2ElevateOthers
1.76	5	50	68361c58cf6af261dcc084dc	ImAGoodListener
.96	5	51	68361c58cf6af261dcc084dc	SpeakUp@Mtgs
1.39	5	52	68361c58cf6af261dcc084dc	ValueInputFromAll
1.22	5	53	68361c58cf6af261dcc084dc	DrivenLongTrmSucc
2.03	5	54	68361c58cf6af261dcc084dc	WholeTeamSucc
2.22	5	55	68361c58cf6af261dcc084dc	TrustEss4Innovation
1.58	5	56	68361c58cf6af261dcc084dc	TakeResp4Setbacks
.71	5	57	68361c58cf6af261dcc084dc	PersonalGainsRImportant
1.11	5	58	68361c58cf6af261dcc084dc	InnoExec
1.16	5	59	68361c58cf6af261dcc084dc	ConfidentAbility2Assemble
1.20	5	60	68361c58cf6af261dcc084dc	StrongTeamPerform
1.35	5	62	68361c58cf6af261dcc084dc	ProvGuidance2Teams
2.07	5	63	68361c58cf6af261dcc084dc	CMyTeamGetRecog
-.36	5	64	68361c58cf6af261dcc084dc	TakeCreditofMyTeam
-.69	5	65	68361c58cf6af261dcc084dc	ComfortwConflict
2.03	5	66	68361c58cf6af261dcc084dc	BelieveValRelations
1.79	5	67	68361c58cf6af261dcc084dc	Adapt2DiffDynamics
1.16	5	68	68361c58cf6af261dcc084dc	IDindividTalent
1.39	5	69	68361c58cf6af261dcc084dc	OpenComms
-.12	5	70	68361c58cf6af261dcc084dc	Vulnerable
.89	5	71	68361c58cf6af261dcc084dc	TeamsDevBetSoluts
1.83	5	72	68361c58cf6af261dcc084dc	SafeTeamEnvirons
1.27	5	73	68361c58cf6af261dcc084dc	Dependable
1.27	5	74	68361c58cf6af261dcc084dc	RiskTkgImport
.80	5	75	68361c58cf6af261dcc084dc	ComfortWConstrctvConflict
1.16	5	76	68361c58cf6af261dcc084dc	DiffBetwnConstr&DestrtvConflct
.54	5	77	68361c58cf6af261dcc084dc	AddrssConflctsDirect
-.33	5	78	68361c58cf6af261dcc084dc	ConflctLeadsBetOutcms
.81	5	79	68361c58cf6af261dcc084dc	WantConflictGoAway
.39	5	80	68361c58cf6af261dcc084dc	SeprtPersnFrmIssue
1.22	5	81	68361c58cf6af261dcc084dc	GoodEmpathizg
1.11	5	82	68361c58cf6af261dcc084dc	AdaptCommNeedsOthers
.96	5	83	68361c58cf6af261dcc084dc	ComfortDelvrngSensFdbk
1.87	5	84	68361c58cf6af261dcc084dc	ListenB4Spkng
1.22	5	85	68361c58cf6af261dcc084dc	RemnCompsdNavDisagr
.51	5	86	68361c58cf6af261dcc084dc	DiscernEmotClues
.63	5	87	68361c58cf6af261dcc084dc	DiscEmotTrggrsConflct
1.45	5	88	68361c58cf6af261dcc084dc	Slf-Reflct2ImprEmotAwrnss
1.61	5	89	68361c58cf6af261dcc084dc	ComfortOwnRespnsOutcms
1.52	5	90	68361c58cf6af261dcc084dc	Cmmttd2Promises
1.34	5	91	68361c58cf6af261dcc084dc	AcknowledgeRoleInSucFail
1.27	5	92	68361c58cf6af261dcc084dc	ProActCommsDlysObstcls
1.33	5	93	68361c58cf6af261dcc084dc	NoSomthngUnreal
1.65	5	94	68361c58cf6af261dcc084dc	MeetDeadlines
1.87	5	95	68361c58cf6af261dcc084dc	LearnFrmMistakes
.63	5	97	68361c58cf6af261dcc084dc	BelieveBestSolProb
-1.56	5	98	68361c58cf6af261dcc084dc	ThinkWOActing
1.58	5	99	68361c58cf6af261dcc084dc	TkTime2UndstndComplxIssues
.31	5	100	68361c58cf6af261dcc084dc	DecsnsNtGoingExpected
.98	5	101	68361c58cf6af261dcc084dc	Problems2Steps
1.06	5	102	68361c58cf6af261dcc084dc	RunThruScenarios
1.29	5	103	68361c58cf6af261dcc084dc	ExamMultiPerspctvs
.91	5	104	68361c58cf6af261dcc084dc	ConsiderAssumptns
1.79	5	105	68361c58cf6af261dcc084dc	Self-Aware
.81	5	106	68361c58cf6af261dcc084dc	ArticulateBiases
1.79	5	107	68361c58cf6af261dcc084dc	AskQs
-.33	5	108	68361c58cf6af261dcc084dc	PtMyselfUncomfrtSituations
1.27	5	109	68361c58cf6af261dcc084dc	ImCreative
1.72	5	110	68361c58cf6af261dcc084dc	PrepB4Mtg1stTime
1.11	5	111	68361c58cf6af261dcc084dc	MultiScenariosConsidProb
1.16	5	112	68361c58cf6af261dcc084dc	KnowNonneg
1.29	5	113	68361c58cf6af261dcc084dc	AdaptMsg2Audience
1.11	5	114	68361c58cf6af261dcc084dc	SeeSomeone
.20	5	115	68361c58cf6af261dcc084dc	WillingCompromise
1.22	5	116	68361c58cf6af261dcc084dc	ImCollaborative
1.52	5	117	68361c58cf6af261dcc084dc	ImAdaptivePerson
1.52	5	118	68361c58cf6af261dcc084dc	MntnComposureUndPressure
1.61	5	119	68361c58cf6af261dcc084dc	Open2DivPerspctvs
1.73	5	120	68361c58cf6af261dcc084dc	ThinkB4Speak
.20	5	121	68361c58cf6af261dcc084dc	InfluencedByOthers
1.16	5	122	68361c58cf6af261dcc084dc	NurtureConnctns
-1.04	5	123	68361c58cf6af261dcc084dc	UsePeopl
1.79	5	124	68361c58cf6af261dcc084dc	Listen2Others
-.96	5	125	68361c58cf6af261dcc084dc	EasilyDistracted
1.65	5	126	68361c58cf6af261dcc084dc	Open2Feedback
.68	5	127	68361c58cf6af261dcc084dc	MovePstSmllTalk
.37	5	128	68361c58cf6af261dcc084dc	BuildRapportWAnyone
1.11	5	129	68361c58cf6af261dcc084dc	MaintainRelationships
.01	5	130	68361c58cf6af261dcc084dc	RelationshpsRTx
-.60	5	131	68361c58cf6af261dcc084dc	MakeDecWMissInfo
.77	5	132	68361c58cf6af261dcc084dc	IntentnlChoices
.63	5	133	68361c58cf6af261dcc084dc	ObjectiveDecisions
.81	5	134	68361c58cf6af261dcc084dc	ConsideredBiases
.20	5	135	68361c58cf6af261dcc084dc	Quick2Act
1.33	5	136	68361c58cf6af261dcc084dc	Resourceful
1.39	5	137	68361c58cf6af261dcc084dc	ConseqPotActions
.77	5	138	68361c58cf6af261dcc084dc	ExistFrame4Decisions
.74	5	139	68361c58cf6af261dcc084dc	DpAnalGuideDec
.81	5	140	68361c58cf6af261dcc084dc	ComfortSharIdeasPersSett
1.87	5	141	68361c58cf6af261dcc084dc	Observant
1.99	5	142	68361c58cf6af261dcc084dc	Listener
1.65	5	143	68361c58cf6af261dcc084dc	Reflect
-.14	5	144	68361c58cf6af261dcc084dc	SocialSitsDrainEnergy
.43	5	145	68361c58cf6af261dcc084dc	EnergizedMtgNewPeop
.47	5	146	68361c58cf6af261dcc084dc	SpeakUpPitchIdeas
.31	5	147	68361c58cf6af261dcc084dc	DrvnSocEng
-1.04	5	148	68361c58cf6af261dcc084dc	Conversations
1.17	5	149	68361c58cf6af261dcc084dc	PreferActiveParticipate
.70	6	1	682fa883e76248d54377f76f	EnergizedByPotential
1.14	6	2	682fa883e76248d54377f76f	EagertoPursue
.87	6	3	682fa883e76248d54377f76f	PursuePerfection
.27	6	4	682fa883e76248d54377f76f	ComfortUnchartedT
-.29	6	5	682fa883e76248d54377f76f	ActBeforeThinkg
.91	6	6	682fa883e76248d54377f76f	Adventurous
.20	6	7	682fa883e76248d54377f76f	ComfDecUncert
1.35	6	8	682fa883e76248d54377f76f	Pass2Inovate
-.12	6	9	682fa883e76248d54377f76f	InternReas2Compl
1.24	6	10	682fa883e76248d54377f76f	CommunIdeas
1.54	6	11	682fa883e76248d54377f76f	ShapeMyPath
-.45	6	12	682fa883e76248d54377f76f	Procrastinate
2.46	6	13	682fa883e76248d54377f76f	AlwaysMorLearn
-.58	6	14	682fa883e76248d54377f76f	StruggleDecs
-.56	6	15	682fa883e76248d54377f76f	KnowEnuf
-.28	6	16	682fa883e76248d54377f76f	DiscourageByFailure
-1.10	6	17	682fa883e76248d54377f76f	GiveUpChallenging
1.98	6	18	682fa883e76248d54377f76f	DeterminedReachGls
.15	6	19	682fa883e76248d54377f76f	SingularFocus
1.28	6	20	682fa883e76248d54377f76f	Listen2Others
-.45	6	21	682fa883e76248d54377f76f	AnnoyedIfNoIdea
.26	6	22	682fa883e76248d54377f76f	FollowTraditions
1.28	6	23	682fa883e76248d54377f76f	GoBeyondComfZone
-.54	6	24	682fa883e76248d54377f76f	ObstaclesAsBlocks
1.65	6	25	682fa883e76248d54377f76f	TackleChallenges
1.68	6	26	682fa883e76248d54377f76f	MoveForward
2.02	6	27	682fa883e76248d54377f76f	AskQuestions
1.94	6	28	682fa883e76248d54377f76f	Slow2Adapt
2.49	6	29	682fa883e76248d54377f76f	Persistent
1.12	6	30	682fa883e76248d54377f76f	PivotWhenNeeded
2.38	6	31	682fa883e76248d54377f76f	StandbyCommitements
2.38	6	32	682fa883e76248d54377f76f	KeepPromises
1.03	6	33	682fa883e76248d54377f76f	HandleFrustration
1.46	6	34	682fa883e76248d54377f76f	ReflectOnFailure
1.83	6	35	682fa883e76248d54377f76f	AcknowledgeMistakes
-.53	6	36	682fa883e76248d54377f76f	ComfortWFailure
-.33	6	37	682fa883e76248d54377f76f	GoesWrongIsMyFault
-.75	6	38	682fa883e76248d54377f76f	Resistant2ChangeAfterFail
1.28	6	39	682fa883e76248d54377f76f	AcceptRespons4Err
-1.24	6	40	682fa883e76248d54377f76f	FailureStopTrying
.26	6	41	682fa883e76248d54377f76f	WorseFailures
-.93	6	42	682fa883e76248d54377f76f	BetterFailurs
1.40	6	43	682fa883e76248d54377f76f	IncorpEmrgInfo
1.17	6	44	682fa883e76248d54377f76f	AdaptStances
1.71	6	45	682fa883e76248d54377f76f	Open2Feedback
1.86	6	46	682fa883e76248d54377f76f	HumbleInContributions
-.02	6	47	682fa883e76248d54377f76f	Others2knowWhatIdid
1.28	6	48	682fa883e76248d54377f76f	FocusNeedsTeam
1.86	6	49	682fa883e76248d54377f76f	Legacy2ElevateOthers
1.82	6	50	682fa883e76248d54377f76f	ImAGoodListener
1.03	6	51	682fa883e76248d54377f76f	SpeakUp@Mtgs
1.46	6	52	682fa883e76248d54377f76f	ValueInputFromAll
1.28	6	53	682fa883e76248d54377f76f	DrivenLongTrmSucc
2.10	6	54	682fa883e76248d54377f76f	WholeTeamSucc
2.28	6	55	682fa883e76248d54377f76f	TrustEss4Innovation
1.65	6	56	682fa883e76248d54377f76f	TakeResp4Setbacks
.77	6	57	682fa883e76248d54377f76f	PersonalGainsRImportant
1.17	6	58	682fa883e76248d54377f76f	InnoExec
1.23	6	59	682fa883e76248d54377f76f	ConfidentAbility2Assemble
1.26	6	60	682fa883e76248d54377f76f	StrongTeamPerform
1.19	6	61	682fa883e76248d54377f76f	TrustIndWRespons
1.42	6	62	682fa883e76248d54377f76f	ProvGuidance2Teams
2.13	6	63	682fa883e76248d54377f76f	CMyTeamGetRecog
-.30	6	64	682fa883e76248d54377f76f	TakeCreditofMyTeam
-.63	6	65	682fa883e76248d54377f76f	ComfortwConflict
2.10	6	66	682fa883e76248d54377f76f	BelieveValRelations
1.86	6	67	682fa883e76248d54377f76f	Adapt2DiffDynamics
1.23	6	68	682fa883e76248d54377f76f	IDindividTalent
1.46	6	69	682fa883e76248d54377f76f	OpenComms
-.05	6	70	682fa883e76248d54377f76f	Vulnerable
.96	6	71	682fa883e76248d54377f76f	TeamsDevBetSoluts
1.89	6	72	682fa883e76248d54377f76f	SafeTeamEnvirons
1.34	6	73	682fa883e76248d54377f76f	Dependable
1.34	6	74	682fa883e76248d54377f76f	RiskTkgImport
.86	6	75	682fa883e76248d54377f76f	ComfortWConstrctvConflict
1.22	6	76	682fa883e76248d54377f76f	DiffBetwnConstr&DestrtvConflct
.60	6	77	682fa883e76248d54377f76f	AddrssConflctsDirect
-.26	6	78	682fa883e76248d54377f76f	ConflctLeadsBetOutcms
.88	6	79	682fa883e76248d54377f76f	WantConflictGoAway
.45	6	80	682fa883e76248d54377f76f	SeprtPersnFrmIssue
1.28	6	81	682fa883e76248d54377f76f	GoodEmpathizg
1.17	6	82	682fa883e76248d54377f76f	AdaptCommNeedsOthers
1.02	6	83	682fa883e76248d54377f76f	ComfortDelvrngSensFdbk
